card_id,title,image_url,card_number,current_location,author_id,contained_in_deck_id,arcana_type,archetype_id,symbolic_figure_id,suit_id,minor_arcana_type
card_noblet_01,Le Bateleur,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/001.jpg,I,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_juggler,
card_noblet_02,La Papesse,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/011.jpg,II,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_popess,
card_noblet_03,L'Emperatrice,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/005.jpg,III,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_empress,
card_noblet_04,L'Empereur,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/007.jpg,IV,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_emperor,
card_noblet_05,Le Pape,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/009.jpg,V,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_pope,
card_noblet_06,L'Amoreux,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/015.jpg,VI,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_lovers,
card_noblet_07,Le Chariot,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/013.jpg,VII,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_chariot,
card_noblet_08,Iustice,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/003.jpg,VIII,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_justice,
card_noblet_09,L'Ermite,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/017.jpg,IX,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_hermit,
card_noblet_10,La Roue de Fortune,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/019.jpg,X,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_wheel_of_fortune,
card_noblet_11,Force,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/021.jpg,XI,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_strenght,
card_noblet_12,Le Pendu,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/023.jpg,XII,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_the_hanged_man,
card_noblet_13,La Mort,https://github.com/hexWitches/semantic-tarot-library/blob/cb5c062db4f207748586a12c9e55dae07f01e4c6/website/assets/images/collection/TarotNoblet/025.jpg,XIII,Bibliothèque Nationale de France,person_noblet,deck_noblet,Major Arcana,concept_death,
